ID,Resistance,Voltage,Temperature,DateTime
120,5.76,3.279,0,02-12-2022 12:54
121,5.77,3.283,0,02-12-2022 13:34
122,5.62,3.27,0,02-12-2022 13:34
123,5.72,3.281,0,02-12-2022 13:34
124,5.82,3.281,0,02-12-2022 13:34
125,5.7,3.279,0,02-12-2022 13:34
126,5.72,3.282,0,02-12-2022 13:35
127,5.7,3.274,0,02-12-2022 13:35
128,5.77,3.269,0,02-12-2022 13:35
129,5.68,3.274,0,02-12-2022 13:35
130,5.77,3.28,0,02-12-2022 13:35
131,5.88,3.283,0,02-12-2022 13:35
132,5.77,3.273,0,02-12-2022 13:36
133,5.78,3.28,0,02-12-2022 13:36
134,5.66,3.28,0,02-12-2022 13:36
135,5.79,3.279,0,02-12-2022 13:36
136,5.95,3.281,0,02-12-2022 13:36
137,5.77,3.277,0,02-12-2022 13:37
138,5.71,3.281,0,02-12-2022 13:37
139,5.81,3.28,0,02-12-2022 13:37
140,5.84,3.281,0,02-12-2022 13:37
141,5.83,3.281,0,02-12-2022 13:38
142,6.11,3.281,0,02-12-2022 13:38
143,6.15,3.281,0,02-12-2022 13:39
144,5.62,3.276,0,02-12-2022 13:39
145,5.76,3.281,0,02-12-2022 13:39
146,5.73,3.282,0,02-12-2022 13:39
147,5.76,3.28,0,02-12-2022 13:39
148,5.78,3.281,0,02-12-2022 13:40
149,5.72,3.282,0,02-12-2022 13:41
150,5.87,3.281,0,02-12-2022 13:41
151,5.8,3.283,0,02-12-2022 13:42
152,6.01,3.271,0,02-12-2022 13:42
153,5.78,3.283,0,02-12-2022 13:42
154,5.85,3.278,0,02-12-2022 13:43
155,5.87,3.281,0,02-12-2022 13:43
156,5.75,3.277,0,02-12-2022 13:43
157,5.78,3.28,0,02-12-2022 13:43
158,5.8,3.281,0,02-12-2022 13:44
159,5.85,3.283,0,02-12-2022 13:50
160,5.62,3.274,0,02-12-2022 13:50
161,5.65,3.281,0,02-12-2022 13:54
162,5.57,3.28,0,02-12-2022 13:56
163,5.81,3.279,0,02-12-2022 13:56
164,5.73,3.281,0,02-12-2022 13:56
165,5.84,3.281,0,02-12-2022 13:56
166,5.6,3.281,0,02-12-2022 13:57
167,5.75,3.281,0,02-12-2022 13:57
168,5.75,3.281,0,02-12-2022 13:57
169,5.63,3.268,0,02-12-2022 13:57
170,5.65,3.279,0,02-12-2022 13:57
171,5.61,3.277,0,02-12-2022 13:58
172,5.76,3.28,0,02-12-2022 13:58
173,6.05,3.278,0,02-12-2022 13:58
174,5.62,3.28,0,02-12-2022 13:58
175,5.71,3.275,0,02-12-2022 13:59
176,5.88,3.279,0,02-12-2022 13:59
177,5.66,3.28,0,02-12-2022 13:59
178,5.98,3.279,0,02-12-2022 13:59
179,5.7,3.281,0,02-12-2022 13:59
180,5.64,3.281,0,02-12-2022 14:00
181,5.72,3.282,0,02-12-2022 14:00
182,5.94,3.278,0,02-12-2022 14:01
183,5.8,3.28,0,02-12-2022 14:01
184,6,3.28,0,02-12-2022 14:01
185,5.77,3.28,0,02-12-2022 14:01
186,5.93,3.28,0,02-12-2022 14:02
187,5.76,3.28,0,02-12-2022 14:02
188,5.62,3.281,0,02-12-2022 14:02
189,5.9,3.28,0,02-12-2022 14:02
190,5.71,3.274,0,02-12-2022 14:03
191,5.88,3.277,0,02-12-2022 14:03
192,5.83,3.282,0,02-12-2022 14:03
193,5.62,3.263,0,02-12-2022 14:03
194,5.73,3.281,0,02-12-2022 14:03
195,5.74,3.282,0,02-12-2022 14:03
196,5.83,3.274,0,02-12-2022 14:04
197,5.77,3.281,0,02-12-2022 14:04
198,5.85,3.278,0,02-12-2022 14:04
199,5.77,3.281,0,02-12-2022 14:05
200,5.87,3.281,0,02-12-2022 14:05
201,5.93,3.281,0,02-12-2022 14:07
202,6.03,3.274,0,02-12-2022 14:07
203,5.71,3.282,0,02-12-2022 14:07
204,5.76,3.28,0,02-12-2022 14:07
205,5.6,3.279,0,02-12-2022 14:07
206,5.75,3.281,0,02-12-2022 14:08
207,5.74,3.281,0,02-12-2022 14:08
208,5.72,3.281,0,02-12-2022 14:08
209,5.7,3.28,0,02-12-2022 14:08
210,5.64,3.281,0,02-12-2022 14:08
211,5.84,3.281,0,02-12-2022 14:09
212,5.77,3.281,0,02-12-2022 14:09
213,5.94,3.281,0,02-12-2022 14:09
214,5.69,3.281,0,02-12-2022 14:09
215,5.76,3.283,0,02-12-2022 14:13
216,5.79,3.28,0,02-12-2022 14:13
217,5.85,3.28,0,02-12-2022 14:13
218,5.61,3.277,0,02-12-2022 14:14
219,5.78,3.266,0,02-12-2022 14:14
220,5.69,3.281,0,02-12-2022 14:14
221,5.81,3.282,0,02-12-2022 14:15
222,5.8,3.277,0,02-12-2022 14:16
223,5.63,3.28,0,02-12-2022 14:16
224,5.9,3.281,0,02-12-2022 14:20
225,5.7,3.281,0,02-12-2022 14:20
226,5.69,3.281,0,02-12-2022 14:21
227,5.79,3.278,0,02-12-2022 14:21
228,5.72,3.281,0,02-12-2022 14:21
229,5.71,3.282,0,02-12-2022 14:21
230,5.72,3.281,0,02-12-2022 14:21
231,5.79,3.282,0,02-12-2022 14:22
232,5.71,3.279,0,02-12-2022 14:22
233,5.63,3.282,0,02-12-2022 14:22
234,5.75,3.28,0,02-12-2022 14:22
235,5.53,3.28,0,02-12-2022 14:22
236,5.8,3.281,0,02-12-2022 14:22
237,5.59,3.279,0,02-12-2022 14:23
238,5.54,3.282,0,02-12-2022 14:23
239,5.69,3.28,0,02-12-2022 14:23
240,5.67,3.282,0,02-12-2022 14:23
241,5.72,3.282,0,02-12-2022 14:24
242,5.7,3.279,0,02-12-2022 14:24
243,5.82,3.282,0,02-12-2022 14:24
244,5.86,3.279,0,02-12-2022 14:24
245,5.66,3.281,0,02-12-2022 14:24
246,5.63,3.281,0,02-12-2022 14:25
247,5.65,3.282,0,02-12-2022 14:25
248,5.82,3.282,0,02-12-2022 14:25
249,5.71,3.282,0,02-12-2022 14:25
250,5.65,3.282,0,02-12-2022 14:25
251,5.53,3.282,0,02-12-2022 14:26
252,5.71,3.281,0,02-12-2022 14:26
253,5.76,3.281,0,02-12-2022 14:26
254,5.67,3.281,0,02-12-2022 14:26
255,5.8,3.281,0,02-12-2022 14:26
256,5.7,3.281,0,02-12-2022 14:27
257,5.6,3.281,0,02-12-2022 14:27
258,5.65,3.282,0,02-12-2022 14:27
259,5.62,3.282,0,02-12-2022 14:27
260,5.79,3.282,0,02-12-2022 14:27
261,5.63,3.281,0,02-12-2022 14:27
262,5.66,3.279,0,02-12-2022 14:28
263,5.86,3.278,0,02-12-2022 14:28
264,5.85,3.278,0,02-12-2022 14:28
265,5.68,3.282,0,02-12-2022 14:28
266,5.7,3.276,0,02-12-2022 14:28
267,5.69,3.262,0,02-12-2022 14:28
268,5.79,3.28,0,02-12-2022 14:29
269,5.74,3.274,0,02-12-2022 14:29
270,5.79,3.281,0,02-12-2022 14:29
271,5.73,3.282,0,02-12-2022 14:29
272,5.83,3.278,0,02-12-2022 14:29
273,5.73,3.279,0,02-12-2022 14:29
274,5.67,3.277,0,02-12-2022 14:29
275,5.63,3.279,0,02-12-2022 14:30
276,5.66,3.273,0,02-12-2022 14:30
277,5.59,3.281,0,02-12-2022 14:30
278,5.71,3.281,0,02-12-2022 14:30
279,5.63,3.279,0,02-12-2022 14:30
280,5.69,3.282,0,02-12-2022 14:31
281,5.69,3.281,0,02-12-2022 14:31
282,5.52,3.276,0,02-12-2022 14:31
283,5.8,3.281,0,02-12-2022 14:31
284,5.75,3.273,0,02-12-2022 14:32
285,5.73,3.269,0,02-12-2022 14:32
286,5.95,3.282,0,02-12-2022 14:32
287,5.82,3.266,0,02-12-2022 14:32
288,5.86,3.281,0,02-12-2022 14:32
289,5.69,3.28,0,02-12-2022 14:32
290,5.67,3.277,0,02-12-2022 14:32
291,5.73,3.278,0,02-12-2022 14:33
292,5.66,3.282,0,02-12-2022 14:33
293,5.7,3.279,0,02-12-2022 14:33
294,5.92,3.279,0,02-12-2022 14:33
295,5.73,3.279,0,02-12-2022 14:33
296,5.59,3.282,0,02-12-2022 14:33
297,5.78,3.281,0,02-12-2022 14:34
298,5.65,3.281,0,02-12-2022 14:34
299,5.71,3.282,0,02-12-2022 14:34
300,5.71,3.282,0,02-12-2022 14:34
301,5.68,3.279,0,02-12-2022 14:36
302,5.75,3.281,0,02-12-2022 14:37
303,5.75,3.282,0,02-12-2022 14:37
304,5.87,3.275,0,02-12-2022 14:37
305,5.81,3.281,0,02-12-2022 14:37
306,5.77,3.281,0,02-12-2022 14:37
307,5.69,3.281,0,02-12-2022 14:37
308,5.73,3.281,0,02-12-2022 14:38
309,5.76,3.281,0,02-12-2022 14:38
310,5.63,3.277,0,02-12-2022 14:38
311,5.78,3.278,0,02-12-2022 14:38
312,5.73,3.282,0,02-12-2022 14:38
313,5.82,3.28,0,02-12-2022 14:38
314,5.72,3.279,0,02-12-2022 14:38
315,5.75,3.281,0,02-12-2022 14:39
316,5.81,3.282,0,02-12-2022 14:39
317,5.61,3.279,0,02-12-2022 14:39
318,5.66,3.275,0,02-12-2022 14:39
319,5.6,3.281,0,02-12-2022 14:39
320,5.52,3.282,0,02-12-2022 14:39
321,5.61,3.28,0,02-12-2022 14:40
322,5.65,3.276,0,02-12-2022 14:40
323,5.71,3.282,0,02-12-2022 14:40
324,5.63,3.281,0,02-12-2022 14:40
325,5.76,3.282,0,02-12-2022 14:41
326,5.8,3.282,0,02-12-2022 14:42
327,5.71,3.276,0,02-12-2022 14:42
328,5.55,3.282,0,02-12-2022 14:43
329,5.64,3.282,0,02-12-2022 14:43
330,5.72,3.282,0,02-12-2022 14:43
331,5.71,3.279,0,02-12-2022 14:43
332,5.65,3.282,0,02-12-2022 14:43
333,5.65,3.282,0,02-12-2022 14:43
334,5.75,3.282,0,02-12-2022 14:44
335,5.82,3.281,0,02-12-2022 14:44
336,5.63,3.281,0,02-12-2022 14:44
337,5.61,3.283,0,02-12-2022 14:44
338,5.75,3.281,0,02-12-2022 14:44
339,5.68,3.278,0,02-12-2022 14:44
340,5.67,3.282,0,02-12-2022 14:44
341,5.67,3.282,0,02-12-2022 14:45
342,5.82,3.281,0,02-12-2022 14:45
343,5.74,3.28,0,02-12-2022 14:45
344,5.66,3.275,0,02-12-2022 14:45
345,5.77,3.279,0,02-12-2022 14:46
346,5.78,3.282,0,02-12-2022 14:46
347,5.62,3.278,0,02-12-2022 14:46
348,5.75,3.281,0,02-12-2022 14:46
349,5.92,3.279,0,02-12-2022 14:46
350,5.64,3.282,0,02-12-2022 14:46
351,5.77,3.28,0,02-12-2022 14:46
352,5.67,3.279,0,02-12-2022 14:47
353,5.85,3.282,0,02-12-2022 14:47
354,5.68,3.279,0,02-12-2022 14:47
355,5.66,3.281,0,02-12-2022 14:47
356,5.64,3.282,0,02-12-2022 14:47
357,5.68,3.282,0,02-12-2022 14:47
358,5.68,3.282,0,02-12-2022 14:47
359,5.66,3.282,0,02-12-2022 14:48
360,5.78,3.281,0,02-12-2022 14:48
361,5.7,3.282,0,02-12-2022 14:48
362,5.66,3.281,0,02-12-2022 14:48
363,5.59,3.281,0,02-12-2022 14:48
364,5.7,3.281,0,02-12-2022 14:49
365,5.58,3.282,0,02-12-2022 14:49
366,5.62,3.276,0,02-12-2022 14:55
367,5.84,3.281,0,02-12-2022 14:55
368,5.98,3.28,0,02-12-2022 14:55
369,5.62,3.281,0,02-12-2022 14:55
370,5.85,3.282,0,02-12-2022 14:55
371,5.64,3.281,0,02-12-2022 14:56
372,5.81,3.28,0,02-12-2022 14:56
373,5.61,3.28,0,02-12-2022 14:56
374,5.59,3.282,0,02-12-2022 14:56
375,5.67,3.281,0,02-12-2022 14:56
376,5.66,3.292,0,02-12-2022 14:56
377,5.63,3.282,0,02-12-2022 14:57
378,5.75,3.278,0,02-12-2022 14:57
379,5.74,3.282,0,02-12-2022 14:57
380,5.64,3.282,0,02-12-2022 14:57
381,5.86,3.282,0,02-12-2022 14:57
382,5.75,3.281,0,02-12-2022 14:58
383,5.82,3.275,0,02-12-2022 14:58
384,5.87,3.278,0,02-12-2022 14:58
385,5.68,3.28,0,02-12-2022 14:58
386,5.69,3.281,0,02-12-2022 14:58
387,5.83,3.281,0,02-12-2022 14:58
388,5.68,3.28,0,02-12-2022 14:58
389,5.64,3.282,0,02-12-2022 14:59
390,5.67,3.282,0,02-12-2022 14:59
391,5.77,3.28,0,02-12-2022 14:59
392,5.61,3.281,0,02-12-2022 14:59
393,5.65,3.281,0,02-12-2022 14:59
394,5.76,3.281,0,02-12-2022 14:59
395,5.87,3.268,0,02-12-2022 14:59
396,5.67,3.282,0,02-12-2022 15:00
397,5.82,3.28,0,02-12-2022 15:00
398,5.74,3.28,0,02-12-2022 15:00
399,5.64,3.28,0,02-12-2022 15:00
400,5.57,3.277,0,02-12-2022 15:00
401,5.7,3.275,0,02-12-2022 15:01
402,5.69,3.272,0,02-12-2022 15:01
403,5.67,3.277,0,02-12-2022 15:02
404,5.76,3.281,0,02-12-2022 15:02
405,5.92,3.278,0,02-12-2022 15:02
406,5.74,3.277,0,02-12-2022 15:02
407,5.66,3.282,0,02-12-2022 15:02
408,5.76,3.281,0,02-12-2022 15:03
409,5.69,3.283,0,02-12-2022 15:03
410,5.71,3.281,0,02-12-2022 15:03
411,5.88,3.278,0,02-12-2022 15:03
412,5.62,3.281,0,02-12-2022 15:03
413,5.71,3.278,0,02-12-2022 15:03
414,5.76,3.281,0,02-12-2022 15:04
415,5.65,3.281,0,02-12-2022 15:04
416,5.75,3.278,0,02-12-2022 15:04
417,5.76,3.281,0,02-12-2022 15:04
418,5.68,3.282,0,02-12-2022 15:04
419,5.69,3.277,0,02-12-2022 15:04
420,5.74,3.281,0,02-12-2022 15:04
421,5.63,3.277,0,02-12-2022 15:05
422,5.79,3.279,0,02-12-2022 15:05
423,5.76,3.281,0,02-12-2022 15:05
424,5.7,3.282,0,02-12-2022 15:05
425,5.65,3.281,0,02-12-2022 15:05
426,5.79,3.278,0,02-12-2022 15:06
427,5.74,3.282,0,02-12-2022 15:06
428,5.68,3.281,0,02-12-2022 15:06
429,5.78,3.282,0,02-12-2022 15:06
430,5.67,3.273,0,02-12-2022 15:06
431,5.78,3.281,0,02-12-2022 15:06
432,5.73,3.282,0,02-12-2022 15:06
433,5.78,3.282,0,02-12-2022 15:07
434,5.69,3.271,0,02-12-2022 15:07
435,5.69,3.282,0,02-12-2022 15:07
436,5.65,3.282,0,02-12-2022 15:07
437,5.69,3.278,0,02-12-2022 15:07
438,5.7,3.273,0,02-12-2022 15:07
439,5.73,3.281,0,02-12-2022 15:07
440,5.64,3.281,0,02-12-2022 15:08
441,5.66,3.282,0,02-12-2022 15:08
442,5.88,3.278,0,02-12-2022 15:08
443,5.73,3.282,0,02-12-2022 15:08
444,5.73,3.282,0,02-12-2022 15:08
445,5.93,3.281,0,02-12-2022 15:09
446,5.66,3.283,0,02-12-2022 15:09
447,5.83,3.279,0,02-12-2022 15:09
448,5.76,3.281,0,02-12-2022 15:09
449,5.75,3.277,0,02-12-2022 15:09
450,5.73,3.281,0,02-12-2022 15:09
451,5.73,3.282,0,02-12-2022 15:09
452,5.62,3.283,0,02-12-2022 15:10
453,5.73,3.281,0,02-12-2022 15:10
454,5.61,3.281,0,02-12-2022 15:10
455,5.65,3.282,0,02-12-2022 15:10
456,5.67,3.283,0,02-12-2022 15:10
457,5.75,3.28,0,02-12-2022 15:10
458,5.73,3.281,0,02-12-2022 15:10
459,5.7,3.276,0,02-12-2022 15:11
460,5.68,3.281,0,02-12-2022 15:11
461,5.8,3.282,0,02-12-2022 15:12
462,5.66,3.278,0,02-12-2022 15:12
463,5.71,3.282,0,02-12-2022 15:12
464,5.63,3.281,0,02-12-2022 15:13
465,5.53,3.282,0,02-12-2022 15:13
466,5.93,3.283,0,02-12-2022 15:13
467,5.63,3.282,0,02-12-2022 15:13
468,5.87,3.277,0,02-12-2022 15:13
469,5.79,3.277,0,02-12-2022 15:13
470,5.77,3.281,0,02-12-2022 15:14
471,5.64,3.281,0,02-12-2022 15:14
472,5.78,3.28,0,02-12-2022 15:14
473,5.87,3.276,0,02-12-2022 15:14
474,5.7,3.282,0,02-12-2022 15:14
475,5.62,3.27,0,02-12-2022 15:14
476,5.68,3.282,0,02-12-2022 15:15
477,5.75,3.282,0,02-12-2022 15:15
478,5.65,3.281,0,02-12-2022 15:15
479,5.76,3.282,0,02-12-2022 15:15
480,5.73,3.277,0,02-12-2022 15:15
481,5.85,3.283,0,02-12-2022 15:15
482,5.85,3.281,0,02-12-2022 15:16
483,5.76,3.282,0,02-12-2022 15:16
484,5.75,3.282,0,02-12-2022 15:16
485,5.9,3.282,0,02-12-2022 15:23
486,5.65,3.274,0,02-12-2022 15:23
487,6.04,3.279,0,02-12-2022 15:23
488,5.7,3.279,0,02-12-2022 15:23
489,5.81,3.281,0,02-12-2022 15:23
490,5.83,3.279,0,02-12-2022 15:24
491,5.66,3.28,0,02-12-2022 15:24
492,5.67,3.278,0,02-12-2022 15:24
493,5.7,3.278,0,02-12-2022 15:24
494,5.79,3.274,0,02-12-2022 15:24
495,5.97,3.279,0,02-12-2022 15:24
496,5.69,3.278,0,02-12-2022 15:25
497,5.97,3.268,0,02-12-2022 15:25
498,5.72,3.274,0,02-12-2022 15:25
499,5.6,3.279,0,02-12-2022 15:25
500,5.9,3.27,0,02-12-2022 15:25
501,5.71,3.282,0,02-12-2022 15:27
502,5.91,3.282,0,02-12-2022 15:27
503,5.64,3.283,0,02-12-2022 15:27
504,5.68,3.278,0,02-12-2022 15:27
505,5.62,3.281,0,02-12-2022 15:27
506,5.66,3.282,0,02-12-2022 15:28
507,5.7,3.279,0,02-12-2022 15:29
508,5.78,3.281,0,02-12-2022 15:29
509,5.67,3.278,0,02-12-2022 15:29
510,5.77,3.281,0,02-12-2022 15:29
511,5.76,3.282,0,02-12-2022 15:29
512,5.85,3.268,0,02-12-2022 15:30
513,5.79,3.277,0,02-12-2022 15:32
514,5.84,3.281,0,02-12-2022 15:32
515,5.79,3.282,0,02-12-2022 15:33
516,5.95,3.282,0,02-12-2022 15:36
517,5.64,3.268,0,02-12-2022 15:37
518,5.75,3.281,0,02-12-2022 15:37
519,5.8,3.282,0,02-12-2022 15:37
520,5.63,3.279,0,02-12-2022 15:37
521,5.76,3.262,0,02-12-2022 15:47
522,5.69,3.265,0,02-12-2022 15:47
523,5.76,3.276,0,02-12-2022 15:48
524,5.88,3.268,0,02-12-2022 15:48
525,5.71,3.279,0,02-12-2022 15:48
526,5.7,3.282,0,02-12-2022 15:48
527,5.69,3.282,0,02-12-2022 15:48
528,5.8,3.277,0,02-12-2022 15:48
529,5.81,3.268,0,02-12-2022 15:48
530,5.69,3.282,0,02-12-2022 15:49
531,5.83,3.278,0,02-12-2022 15:49
532,5.71,3.267,0,02-12-2022 15:49
533,5.61,3.266,0,02-12-2022 15:49
534,5.85,3.268,0,02-12-2022 15:52
535,5.86,3.282,0,02-12-2022 15:52
536,5.71,3.281,0,02-12-2022 16:10
537,5.74,3.265,0,02-12-2022 16:10
538,5.74,3.274,0,02-12-2022 16:11
539,5.73,3.281,0,02-12-2022 16:11
540,5.78,3.266,0,02-12-2022 16:13
541,5.72,3.28,0,02-12-2022 16:13
542,5.91,3.282,0,02-12-2022 16:13
543,5.64,3.279,0,02-12-2022 16:14
544,5.96,3.283,0,02-12-2022 16:14
545,5.8,3.28,0,02-12-2022 16:14
546,5.71,3.282,0,02-12-2022 16:14
547,6.08,3.281,0,02-12-2022 16:14
548,5.79,3.282,0,02-12-2022 16:14
549,5.83,3.279,0,02-12-2022 16:14
550,5.7,3.278,0,02-12-2022 16:15
551,5.93,3.28,0,02-12-2022 16:15
552,5.82,3.281,0,02-12-2022 16:15
553,5.73,3.272,0,02-12-2022 16:15
554,5.85,3.264,0,02-12-2022 16:15
555,5.74,3.283,0,02-12-2022 16:15
556,5.74,3.27,0,02-12-2022 16:15
557,5.69,3.282,0,02-12-2022 16:16
558,5.78,3.282,0,02-12-2022 16:16
559,5.72,3.277,0,02-12-2022 16:16
560,5.77,3.28,0,02-12-2022 16:16
561,5.9,3.279,0,02-12-2022 16:17
562,5.7,3.282,0,02-12-2022 16:17
563,5.77,3.275,0,02-12-2022 16:17
564,5.77,3.283,0,02-12-2022 16:17
565,5.95,3.281,0,02-12-2022 16:17
566,5.92,3.282,0,02-12-2022 16:18
567,5.82,3.282,0,02-12-2022 16:18
568,5.93,3.283,0,02-12-2022 16:18
569,5.86,3.28,0,02-12-2022 16:18
570,5.81,3.281,0,02-12-2022 16:18
571,5.75,3.278,0,02-12-2022 16:18
572,5.74,3.28,0,02-12-2022 16:18
573,5.67,3.276,0,02-12-2022 16:19
574,5.88,3.282,0,02-12-2022 16:19
575,5.77,3.282,0,02-12-2022 16:19
576,5.74,3.282,0,02-12-2022 16:19
577,5.62,3.276,0,02-12-2022 16:19
578,5.65,3.283,0,02-12-2022 16:20
579,5.68,3.282,0,02-12-2022 16:20
580,5.72,3.276,0,02-12-2022 16:20
581,5.8,3.282,0,02-12-2022 16:21
582,5.78,3.282,0,02-12-2022 16:21
583,5.57,3.283,0,02-12-2022 16:21
584,6,3.283,0,02-12-2022 16:21
585,5.79,3.282,0,02-12-2022 16:21
586,5.84,3.281,0,02-12-2022 16:21
587,5.7,3.282,0,02-12-2022 16:22
588,5.67,3.283,0,02-12-2022 16:22
589,5.78,3.283,0,02-12-2022 16:22
590,5.68,3.283,0,02-12-2022 16:22
591,5.7,3.282,0,02-12-2022 16:22
592,5.74,3.282,0,02-12-2022 16:22
593,5.78,3.281,0,02-12-2022 16:22
594,5.81,3.283,0,02-12-2022 16:23
595,5.88,3.284,0,02-12-2022 16:23
596,5.77,3.279,0,02-12-2022 16:23
597,5.62,3.278,0,02-12-2022 16:23
598,5.77,3.283,0,02-12-2022 16:23
599,5.72,3.281,0,02-12-2022 16:23
600,5.84,3.282,0,02-12-2022 16:23
601,5.64,3.284,0,02-12-2022 16:26
602,5.71,3.281,0,02-12-2022 16:26
603,5.77,3.284,0,02-12-2022 16:26
604,5.77,3.284,0,02-12-2022 16:27
605,5.68,3.283,0,02-12-2022 16:27
606,5.67,3.281,0,02-12-2022 16:28
